GeneID,Symbol,Gene Name / Type,log2FC,pvalue
83666,PARP9,poly(ADP-ribose) polymerase family member 9,7.329999999999998,0.07937818886116935
151636,DTX3L,deltex E3 ubiquitin ligase 3L,4.674999999999997,0.4723896239238421
165631,PARP15,poly(ADP-ribose) polymerase family member 15,-0.006197000000000005,0.7916536268545158
54625,PARP14,poly(ADP-ribose) polymerase family member 14,9.555,0.16893254293167156
79663,HSPBAP1,HSPB1 associated protein 1,-0.6480000000000001,0.3038543094899712
84925,SLC49A4,solute carrier family 49 member 4,0.4435000000000002,0.6172696060915825
100129550,LINC02035,long intergenic non-protein coding RNA 2035,0.4263999999999999,0.04374823095577133
54437,SEMA5B,semaphorin 5B,0.0113,0.49999999999999956
112268448,NA,NA,0,NA
10954,PDIA5,protein disulfide isomerase family A member 5,-23.430000000000007,0.0237440287543887
102465667,MIR7110,microRNA 7110,-0.22975000000000012,0.9248891861211189
26984,SEC22A,"SEC22 homolog A, vesicle trafficking protein",0.2619999999999987,0.7283672494663894
111,ADCY5,adenylate cyclase 5,7.230000000000004,0.015127683644750482
201562,HACD2,3-hydroxyacyl-CoA dehydratase 2,-2.825000000000003,0.6772712373954739
100506826,MYLK-AS1,MYLK antisense RNA 1,-0.3849999999999998,0.8305937580514333
4638,MYLK,myosin light chain kinase,-0.15395000000000003,0.009139180844256493
100873940,MYLK-AS2,MYLK antisense RNA 2,-0.048975,0.49999999999999956
105369194,LOC105369194,uncharacterized LOC105369194,0.010684999999999998,0.5483314463925278
64770,CCDC14,coiled-coil domain containing 14,2.542,0.004467486334276874
54763,ROPN1,rhophilin associated tail protein 1,0.004445,0.7867821381736194
8997,KALRN,kalirin RhoGEF kinase,0.31999999999999984,0.1419756369370551
100847021,MIR5002,microRNA 5002,0,NA
105374077,LOC105374077,uncharacterized LOC105374077,0,NA
102464832,MIR6083,microRNA 6083,0,NA
107986123,NA,NA,0,NA
105374076,LOC105374076,uncharacterized LOC105374076,0,NA
7372,UMPS,uridine monophosphate synthetase,1.3350000000000009,0.04421030114393227
100422864,MIR544B,microRNA 544b,-0.31395,0.49999999999999956
3693,ITGB5,integrin subunit beta 5,-1.5249999999999915,0.7044314724946864
56667,MUC13,"mucin 13, cell surface associated",-0.00922,0.49999999999999956
57493,HEG1,heart development protein with EGF like domains 1,-0.05174999999999996,0.5652964260952811
84561,SLC12A8,solute carrier family 12 member 8,-0.4405000000000001,0.19369987218252208
100847039,MIR5092,microRNA 5092,0,NA
7707,ZNF148,zinc finger protein 148,1.0845000000000002,0.6552069924095347
105374080,LOC105374080,uncharacterized LOC105374080,0.05092,0.30351767333902874
105374081,LOC105374081,uncharacterized LOC105374081,0,NA
8723,SNX4,sorting nexin 4,3.270000000000003,0.6780151173745471
114885,OSBPL11,oxysterol binding protein like 11,0.33999999999999986,0.78840544976829
105374312,LOC105374312,uncharacterized LOC105374312,0,NA
100302204,MIR548I1,microRNA 548i-1,0,NA
101927056,LINC02614,long intergenic non-protein coding RNA 2614,0.9280000000000004,0.2946139534259378
102723696,LOC102723696,uncharacterized LOC102723696,0.7834999999999999,0.016315394352264888
100125556,FAM86JP,"family with sequence similarity 86, member A pseudogene",-0.5840000000000014,0.1645234955263098
200810,ALG1L1P,"ALG1 like 1, pseudogene",0.5129999999999999,0.05173651941403147
152015,ROPN1B,rhophilin associated tail protein 1B,-0.06379,0.18374191634577286
54946,SLC41A3,solute carrier family 41 member 3,-3.5450000000000017,0.057190076590216014
105374085,NA,NA,0.3224999999999998,0.6485300011341529
112267887,NA,NA,0.060645,0.5164524477382113
10840,ALDH1L1,aldehyde dehydrogenase 1 family member L1,0.010895000000000002,0.8275547171215537
100874204,ALDH1L1-AS1,ALDH1L1 antisense RNA 1,-0.18509499999999998,0.15200125556560173
105374083,LOC105374083,uncharacterized LOC105374083,0,NA
100862662,ALDH1L1-AS2,ALDH1L1 antisense RNA 2,0.00911,0.49999999999999956
107986124,LOC107986124,uncharacterized LOC107986124,0,NA
28999,KLF15,KLF transcription factor 15,-0.5260500000000001,0.14121943857478908
105374088,LOC105374088,uncharacterized LOC105374088,-0.0021449999999999993,0.9279266910038582
107986044,LOC107986044,uncharacterized LOC107986044,0,NA
100506907,CFAP100-DT,CFAP100 divergent transcript,0,NA
348807,CFAP100,cilia and flagella associated protein 100,0.00307,0.8762701755424667
79364,ZXDC,ZXD family zinc finger C,-0.8049999999999997,0.47431468371402064
131669,UROC1,urocanate hydratase 1,0.010735,0.666806984560805
166012,CHST13,carbohydrate sulfotransferase 13,0,NA
152065,C3orf22,chromosome 3 open reading frame 22,-0.014415,0.025821596524423954
105374090,LOC105374090,uncharacterized LOC105374090,0.9287500000000002,0.22836637930750547
114112,TXNRD3,thioredoxin reductase 3,3.0400000000000027,0.1490796155510574
255330,NUP210P1,nucleoporin 210 pseudogene 1,0,NA
84303,CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6,-0.3565000000000005,0.2589091212522803
5361,PLXNA1,plexin A1,3.780000000000001,0.16598621823357507
285311,PRR23E,PRR23 family member E,0,NA
100419008,PRR20G,proline rich 20G,-0.02447,0.49999999999999956
101927123,LINC02016,long intergenic non-protein coding RNA 2016,0.040495,0.49999999999999956
105374094,LOC105374094,uncharacterized LOC105374094,-0.0951,0.49999999999999956
101927149,LINC01471,long intergenic non-protein coding RNA 1471,0,NA
107986125,LINC02034,long intergenic non-protein coding RNA 2034,0.00932,0.49999999999999956
131601,TPRA1,transmembrane protein adipocyte associated 1,0.8649999999999984,0.31797756923188153
102466199,MIR6825,microRNA 6825,-0.40225,0.49999999999999956
102465857,MIR7976,microRNA 7976,0,NA
4171,MCM2,minichromosome maintenance complex component 2,-10.964999999999996,0.20971875009521745
107986126,LOC107986126,uncharacterized LOC107986126,-2.497,0.13563656905269061
50512,PODXL2,podocalyxin like 2,11.00500000000001,0.1836722831997064
80325,ABTB1,ankyrin repeat and BTB domain containing 1,1.1484999999999985,0.24881574803160877
11343,MGLL,monoglyceride lipase,0.08149999999999968,0.14741740942570788
107986127,LOC107986127,uncharacterized LOC107986127,-0.037395,0.3297408631414947
107986129,LOC107986129,uncharacterized LOC107986129,-0.028080000000000004,0.15203090993842439
105374096,LOC105374096,uncharacterized LOC105374096,0,NA
166348,KBTBD12,kelch repeat and BTB domain containing 12,-0.006082000000000001,0.6953702455315054
102723759,LOC102723759,uncharacterized LOC102723759,0.03059999999999996,0.6651065354678494
29927,SEC61A1,SEC61 translocon subunit alpha 1,-32.75,0.014904485984841344
8607,RUVBL1,RuvB like AAA ATPase 1,-3.1049999999999898,0.09761113029486275
100874089,RUVBL1-AS1,RUVBL1 antisense RNA 1,-0.037699999999999984,0.07553350831838622
60678,EEFSEC,"eukaryotic elongation factor, selenocysteine-tRNA specific",-0.42499999999999893,0.6999152476896169
165721,DNAJB8,DnaJ heat shock protein family (Hsp40) member B8,0.010285,0.49999999999999956
285224,DNAJB8-AS1,DNAJB8 antisense RNA 1,0,NA
2624,GATA2,GATA binding protein 2,1.2600000000000016,0.14259202761930834
101927167,GATA2-AS1,GATA2 antisense RNA 1,-0.028189999999999993,0.0757551578768568
90246,LOC90246,uncharacterized LOC90246,-0.032240000000000005,0.20901876085330817
23434,LINC01565,long intergenic non-protein coding RNA 1565,0,NA
6184,RPN1,ribophorin I,-150.04999999999995,0.039720586815216986
7879,RAB7A,"RAB7A, member RAS oncogene family",-7.750000000000057,0.5675836780404362
113219457,MIR12124,microRNA 12124,0,NA
653712,IFT122P3,IFT122 pseudogene 3,0.07799999999999985,0.8555074877004133
28976,ACAD9,acyl-CoA dehydrogenase family member 9,1.0900000000000034,0.8145768314336097
57501,CFAP92,cilia and flagella associated protein 92 (putative),0.4149999999999996,0.12378837224471399
79825,EFCC1,EF-hand and coiled-coil domain containing 1,0.9955000000000003,0.2831637067202945
2815,GP9,glycoprotein IX platelet,0,NA
100534599,ISY1-RAB43,ISY1-RAB43 readthrough,-0.2749999999999986,0.5003459025223462
339122,RAB43,"RAB43, member RAS oncogene family",-0.19500000000000028,0.32232222583118925
57461,ISY1,ISY1 spliceosome associated protein,-0.015000000000000568,0.9714207388921986
7555,CNBP,CCHC-type zinc finger nucleic acid binding protein,-6.650000000000034,0.7297881695146597
105374101,LOC105374101,uncharacterized LOC105374101,-1.4210000000000012,0.36409921082608454
105374102,LOC105374102,uncharacterized LOC105374102,0,NA
22820,COPG1,coat protein complex I subunit gamma 1,-17.25,0.4578933509983331
102465496,MIR6826,microRNA 6826,0.38305,0.49999999999999956
56941,HMCES,"5-hydroxymethylcytosine binding, ES cell specific",13.045000000000016,0.011036436712328193
8971,H1-10,H1.10 linker histone,-41.60000000000002,0.246071809804193
339942,H1-10-AS1,H1-10 antisense RNA 1,0.6124999999999998,0.21202125315057832
132241,RPL32P3,ribosomal protein L32 pseudogene 3,-0.4005000000000001,0.3093251206786398
677797,SNORA7B,"small nucleolar RNA, H/ACA box 7B",1.5375000000000003,0.06469627529344363
90288,EFCAB12,EF-hand calcium binding domain 12,0.01593999999999999,0.6912048817521759
8930,MBD4,"methyl-CpG binding domain 4, DNA glycosylase",0.504999999999999,0.4296881132273648
55764,IFT122,intraflagellar transport 122,-0.16500000000000092,0.7395317163273285
6010,RHO,rhodopsin,0,NA
132243,H1-8,H1.8 linker histone,0.00747,0.49999999999999956
23129,PLXND1,plexin D1,-0.4134999999999991,0.7097981454209517
23023,TMCC1,transmembrane and coiled-coil domain family 1,0.8599999999999994,0.1171020414292027
100507032,TMCC1-DT,TMCC1 divergent transcript,0.06935000000000002,0.3742989033966521
7200,TRH,thyrotropin releasing hormone,-0.027794999999999993,0.21309914276642686
644974,ALG1L2,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2,0.20290000000000008,0.568403849343672
105374105,LINC02014,long intergenic non-protein coding RNA 2014,0.01936000000000001,0.8274253735868734
729375,FAM86HP,"family with sequence similarity 86, member A pseudogene",4.415000000000001,0.06550365656528104
