GeneID,Symbol,Gene Name / Type
11250,GPR45,G protein-coupled receptor 45
9392,TGFBRAP1,transforming growth factor beta receptor associated protein 1
100506473,C2orf49-DT,C2orf49 divergent transcript
79074,C2orf49,chromosome 2 open reading frame 49
2274,FHL2,four and a half LIM domains 2
105373529,LOC105373529,uncharacterized LOC105373529
105375311,LOC105375311,uncharacterized LOC105375311
285000,LINC02946,long intergenic non-protein coding RNA 2946
107985929,LOC107985929,uncharacterized LOC107985929
8440,NCK2,NCK adaptor protein 2
105373530,LOC105373530,uncharacterized LOC105373530
105373531,LOC105373531,uncharacterized LOC105373531
84417,ECRG4,ECRG4 augurin precursor
80146,UXS1,UDP-glucuronate decarboxylase 1
107985930,NA,NA
402096,ANAPC1P6,ANAPC1 pseudogene 6
285189,PLGLA,plasminogen like A (pseudogene)
653489,RGPD3,RANBP2 like and GRIP domain containing 3
105373534,NA,NA
107985931,LOC107985931,anaphase-promoting complex subunit 1-like
927,CD8B2,CD8B family member 2
102724744,LOC102724744,uncharacterized LOC102724744
84620,ST6GAL2,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2"
105373535,LOC105373535,uncharacterized LOC105373535
105373536,LINC01789,long intergenic non-protein coding RNA 1789
105373538,LINC01885,long intergenic non-protein coding RNA 1885
105373537,LINC01886,long intergenic non-protein coding RNA 1886
105373539,LOC105373539,uncharacterized LOC105373539
104326057,GACAT1,gastric cancer associated transcript 1
729121,RGPD4-DT,RGPD4 divergent transcript
285190,RGPD4,RANBP2 like and GRIP domain containing 4
60482,SLC5A7,solute carrier family 5 member 7
107178918,LINC01593,long intergenic non-protein coding RNA 1593
102724774,LINC01594,long intergenic non-protein coding RNA 1594
442038,SULT1C3,sulfotransferase family 1C member 3
6819,SULT1C2,sulfotransferase family 1C member 2
151234,SULT1C5P,"sulfotransferase family 1C member 5, pseudogene"
27233,SULT1C4,sulfotransferase family 1C member 4
9648,GCC2,GRIP and coiled-coil domain containing 2
644903,GCC2-AS1,GCC2 antisense RNA 1
3987,LIMS1,LIM zinc finger domain containing 1
106182118,LIMS1-AS1,LIMS1 antisense RNA 1
5903,RANBP2,RAN binding protein 2
165055,CCDC138,coiled-coil domain containing 138
10913,EDAR,ectodysplasin A receptor
100287216,SH3RF3-AS1,SH3RF3 antisense RNA 1
344558,SH3RF3,SH3 domain containing ring finger 3
100422863,MIR4265,microRNA 4265
100423027,MIR4266,microRNA 4266
107985773,NA,NA
151011,SEPTIN10,septin 10
65124,SOWAHC,sosondowah ankyrin repeat domain family member C
105373545,LOC105373545,uncharacterized LOC105373545
107985774,LOC107985774,uncharacterized LOC107985774
100506563,LOC100506563,uncharacterized LOC100506563
84220,RGPD5,RANBP2 like and GRIP domain containing 5
102724848,LOC102724848,uncharacterized LOC102724848
100271835,LIMS3-LOC440895,LIMS3-LOC440895 readthrough
96626,LIMS3,LIM zinc finger domain containing 3
105373547,LOC105373547,uncharacterized LOC105373547
440895,LOC440895,two pore channel 3 pseudogene
440894,LINC01123,long intergenic non-protein coding RNA 1123
112268438,LOC112268438,uncharacterized LOC112268438
105373985,LOC105373985,uncharacterized LOC105373985
107985775,NA,NA
105373548,LOC105373548,uncharacterized LOC105373548
105373549,LOC105373549,uncharacterized LOC105373549
105373986,LOC105373986,uncharacterized LOC105373986
100422994,MIR4267,microRNA 4267
7851,MALL,"mal, T cell differentiation protein like"
100616123,MIR4436B1,microRNA 4436b-1
4867,NPHP1,nephrocystin 1
205251,MTLN,mitoregulin
100507334,LOC100507334,two pore channel 3 pseudogene
100847033,MIR4436B2,microRNA 4436b-2
105373551,LOC105373551,uncharacterized LOC105373551
107985776,LOC107985776,uncharacterized LOC107985776
105375809,LOC105375809,uncharacterized LOC105375809
151009,LINC01106,long intergenic non-protein coding RNA 1106
100288695,LIMS4,LIM zinc finger domain containing 4
100288570,LOC100288570,glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast) pseudogene
105373552,LOC105373552,uncharacterized LOC105373552
102724875,LOC102724875,uncharacterized LOC102724875
729540,RGPD6,RANBP2 like and GRIP domain containing 6
105373553,LOC105373553,uncharacterized LOC105373553
699,BUB1,BUB1 mitotic checkpoint serine/threonine kinase
106635550,SNORD132,"small nucleolar RNA, C/D box 132"
105373554,LOC105373554,uncharacterized LOC105373554
55289,ACOXL,acyl-CoA oxidase like
400997,ACOXL-AS1,ACOXL antisense RNA 1
10018,BCL2L11,BCL2 like 11
541471,MIR4435-2HG,MIR4435-2 host gene
101927283,LOC101927283,uncharacterized LOC101927283
100616341,MIR4435-2,microRNA 4435-2
105373557,SOCAR,serous ovarian cancer associated RNA
105373559,LOC105373559,uncharacterized LOC105373559
107985933,LOC107985933,uncharacterized LOC107985933
64682,ANAPC1,anaphase promoting complex subunit 1
100616165,MIR4771-2,microRNA 4771-2
10461,MERTK,"MER proto-oncogene, tyrosine kinase"
84910,TMEM87B,transmembrane protein 87B
105373560,NA,NA
129804,FBLN7,fibulin 7
84524,ZC3H8,zinc finger CCCH-type containing 8
376940,ZC3H6,zinc finger CCCH-type containing 6
727851,RGPD8,RANBP2 like and GRIP domain containing 8
150465,TTL,tubulin tyrosine ligase
105373562,LOC105373562,uncharacterized LOC105373562
84172,POLR1B,RNA polymerase I subunit B
101927330,LOC101927330,uncharacterized LOC101927330
84269,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5
107985934,LOC107985934,uncharacterized LOC107985934
400999,SLC20A1-DT,SLC20A1 divergent transcript
6574,SLC20A1,solute carrier family 20 member 1
102724955,LOC102724955,uncharacterized LOC102724955
284958,NT5DC4,5'-nucleotidase domain containing 4
150468,CKAP2L,cytoskeleton associated protein 2 like
3552,IL1A,interleukin 1 alpha
3553,IL1B,interleukin 1 beta
105373563,LOC105373563,uncharacterized LOC105373563
27178,IL37,interleukin 37
56300,IL36G,interleukin 36 gamma
27179,IL36A,interleukin 36 alpha
27177,IL36B,interleukin 36 beta
26525,IL36RN,interleukin 36 receptor antagonist
84639,IL1F10,interleukin 1 family member 10
3557,IL1RN,interleukin 1 receptor antagonist
23550,PSD4,pleckstrin and Sec7 domain containing 4
7849,PAX8,paired box 8
654433,PAX8-AS1,PAX8 antisense RNA 1
105373567,LOC105373567,uncharacterized LOC105373567
101927400,LINC02966,long intergenic non-protein coding RNA 2966
107985936,LOC107985936,uncharacterized LOC107985936
150472,ZNG1B,Zn regulated GTPase metalloprotein activator 1B
112268422,NA,NA
200350,FOXD4L1,forkhead box D4 like 1
101927424,LINC01961,long intergenic non-protein coding RNA 1961
103344932,PGM5P4-AS1,PGM5P4 antisense RNA 1
729468,PGM5P4,phosphoglucomutase 5 pseudogene 4
654412,FAM138B,family with sequence similarity 138 member B
100302128,MIR1302-3,microRNA 1302-3
375260,WASH2P,"WASP family homolog 2, pseudogene"
84771,DDX11L2,DEAD/H-box helicase 11 like 2 (pseudogene)
118433,RPL23AP7,ribosomal protein L23a pseudogene 7
11159,RABL2A,"RAB, member of RAS oncogene family like 2A"
112268423,LOC112268423,uncharacterized LOC112268423
80255,SLC35F5,solute carrier family 35 member F5
100616208,MIR4782,microRNA 4782
105373570,LOC105373570,uncharacterized LOC105373570
101060091,ACTR3-AS1,ACTR3 antisense RNA 1
10096,ACTR3,actin related protein 3
440900,LINC01191,long intergenic non-protein coding RNA 1191
100499194,LINC02992,long intergenic non-protein coding RNA 2992
57628,DPP10,dipeptidyl peptidase like 10
101927591,DPP10-AS3,DPP10 antisense RNA 3
105373575,LOC105373575,uncharacterized LOC105373575
105373574,LOC105373574,uncharacterized LOC105373574
107985937,LOC107985937,uncharacterized LOC107985937
389023,DPP10-AS1,DPP10 antisense RNA 1
107985938,NA,NA
105373572,LOC105373572,uncharacterized LOC105373572
105373576,LOC105373576,uncharacterized LOC105373576
8886,DDX18,DEAD-box helicase 18
107985939,LOC107985939,uncharacterized LOC107985939
54520,CCDC93,CCC complex scaffolding subunit CCDC93
101929908,LOC101929908,uncharacterized LOC101929908
102723413,LOC102723413,uncharacterized LOC102723413
107985940,LOC107985940,uncharacterized LOC107985940
51141,INSIG2,insulin induced gene 2
100506797,THORLNC,testis associated oncogenic lncRNA
105373578,LOC105373578,uncharacterized LOC105373578
107985815,LOC107985815,uncharacterized LOC107985815
105373579,LOC105373579,uncharacterized LOC105373579
101927709,LOC101927709,uncharacterized LOC101927709
2019,EN1,engrailed homeobox 1
8685,MARCO,macrophage receptor with collagenous structure
165257,C1QL2,complement C1q like 2
107985941,LOC107985941,uncharacterized LOC107985941
55240,STEAP3,STEAP3 metalloreductase
100874111,STEAP3-AS1,STEAP3 antisense RNA 1
105373581,LOC105373581,uncharacterized LOC105373581
130355,C2orf76,chromosome 2 open reading frame 76
1622,DBI,"diazepam binding inhibitor, acyl-CoA binding protein"
140738,TMEM37,transmembrane protein 37
6344,SCTR,secretin receptor
107105282,SCTR-AS1,SCTR antisense RNA 1
200373,CFAP221,cilia and flagella associated protein 221
80775,TMEM177,transmembrane protein 177
101927764,LOC101927764,uncharacterized LOC101927764
5775,PTPN4,protein tyrosine phosphatase non-receptor type 4
107985817,LOC107985817,uncharacterized LOC107985817
57669,EPB41L5,erythrocyte membrane protein band 4.1 like 5
105373582,LOC105373582,uncharacterized LOC105373582
79134,TMEM185B,transmembrane protein 185B
105373583,LOC105373583,uncharacterized LOC105373583
5899,RALB,RAS like proto-oncogene B
105373584,LOC105373584,uncharacterized LOC105373584
105373989,LOC105373989,putative cuticle collagen 91
3625,INHBB,inhibin subunit beta B
84931,LINC01101,long intergenic non-protein coding RNA 1101
105373585,LOC105373585,uncharacterized LOC105373585
2736,GLI2,GLI family zinc finger 2
105373587,LOC105373587,uncharacterized LOC105373587
105373588,LOC105373588,uncharacterized LOC105373588
29842,TFCP2L1,transcription factor CP2 like 1
23332,CLASP1,cytoplasmic linker associated protein 1
107985942,CLASP1-AS1,CLASP1 antisense RNA 1
100151683,RNU4ATAC,"RNA, U4atac small nuclear"
254128,NIFK-AS1,NIFK antisense RNA 1
84365,NIFK,nucleolar protein interacting with the FHA domain of MKI67
7247,TSN,translin
105373590,LOC105373590,uncharacterized LOC105373590
101927801,LINC01823,long intergenic non-protein coding RNA 1823
105373592,LOC105373592,uncharacterized LOC105373592
105373591,LOC105373591,uncharacterized LOC105373591
105373593,LOC105373593,uncharacterized LOC105373593
107985943,LOC107985943,uncharacterized LOC107985943
105373594,LOC105373594,uncharacterized LOC105373594
105373595,LOC105373595,uncharacterized LOC105373595
105373596,LOC105373596,uncharacterized LOC105373596
107985818,LINC01826,long intergenic non-protein coding RNA 1826
107985819,NA,NA
107985820,CNTNAP5-DT,CNTNAP5 divergent transcript
129684,CNTNAP5,contactin associated protein family member 5
105373598,LOC105373598,uncharacterized LOC105373598
105373597,LINC01889,long intergenic non-protein coding RNA 1889
105373600,LINC01941,long intergenic non-protein coding RNA 1941
105373601,LOC105373601,uncharacterized LOC105373601
105373602,LOC105373602,uncharacterized LOC105373602
2995,GYPC,glycophorin C (Gerbich blood group)
105373603,LOC105373603,uncharacterized LOC105373603
101929926,TEX51,testis expressed 51
105373604,LOC105373604,uncharacterized LOC105373604
274,BIN1,bridging integrator 1
105373605,LOC105373605,uncharacterized LOC105373605
339761,CYP27C1,cytochrome P450 family 27 subfamily C member 1
2071,ERCC3,"ERCC excision repair 3, TFIIH core complex helicase subunit"
10746,MAP3K2,mitogen-activated protein kinase kinase kinase 2
100506922,MAP3K2-DT,MAP3K2 divergent transcript
5624,PROC,"protein C, inactivator of coagulation factors Va and VIIIa"
100616187,MIR4783,microRNA 4783
105373608,LOC105373608,uncharacterized LOC105373608
55677,IWS1,"interacts with SUPT6H, CTD assembly factor 1"
4648,MYO7B,myosin VIIB
105373609,LOC105373609,uncharacterized LOC105373609
101927834,MYO7B-AS1,MYO7B antisense RNA 1
55679,LIMS2,LIM zinc finger domain containing 2
2840,GPR17,G protein-coupled receptor 17
55339,WDR33,WD repeat domain 33
84826,SFT2D3,SFT2 domain containing 3
5433,POLR2D,RNA polymerase II subunit D
83607,AMMECR1L,AMMECR1 like
107985944,LOC107985944,uncharacterized LOC107985944
79595,SAP130,Sin3A associated protein 130
56886,UGGT1,UDP-glucose glycoprotein glucosyltransferase 1
9394,HS6ST1,heparan sulfate 6-O-sulfotransferase 1
105373610,LOC105373610,uncharacterized LOC105373610
105373611,LOC105373611,uncharacterized LOC105373611
101927881,LOC101927881,uncharacterized LOC101927881
151121,LINC01854,long intergenic non-protein coding RNA 1854
105373612,LOC105373612,uncharacterized LOC105373612
105373613,LOC105373613,uncharacterized LOC105373613
105373614,LOC105373614,uncharacterized LOC105373614
107985945,LOC107985945,uncharacterized LOC107985945
105373615,LINC02572,long intergenic non-protein coding RNA 2572
105373616,LOC105373616,uncharacterized LOC105373616
389033,PLAC9P1,placenta associated 9 pseudogene 1
101927924,LINC01856,long intergenic non-protein coding RNA 1856
100131320,RAB6C-AS1,RAB6C antisense RNA 1
84084,RAB6C,"RAB6C, member RAS oncogene family"
440905,FAR2P1,fatty acyl-CoA reductase 2 pseudogene 1
728378,POTEF,POTE ankyrin domain family member F
105373617,POTEF-AS1,POTEF antisense RNA 1
285103,MED15P9,mediator complex subunit 15 pseudogene 9
91409,CCDC74B,coiled-coil domain containing 74B
55627,SMPD4,sphingomyelin phosphodiesterase 4
80097,MZT2B,mitotic spindle organizing protein 2B
112714,TUBA3E,tubulin alpha 3e
100189418,TRE-TTC1-1,tRNA-Glu (anticodon TTC) 1-1
84317,VMA22,vacuolar ATPase assembly factor VMA22
92856,IMP4,IMP U3 small nucleolar ribonucleoprotein 4
26469,PTPN18,protein tyrosine phosphatase non-receptor type 18
105373618,LOC105373618,uncharacterized LOC105373618
100216479,FAR2P2,fatty acyl-CoA reductase 2 pseudogene 2
646802,CYP4F62P,"cytochrome P450 family 4 subfamily F member 62, pseudogene"
653269,POTEI,POTE ankyrin domain family member I
653275,CFC1B,"cryptic, EGF-CFC family member 1B"
646743,PRSS40B,serine protease 40B (pseudogene)
107985778,NA,NA
150527,PRSS40A,serine protease 40A (pseudogene)
55997,CFC1,"cryptic, EGF-CFC family member 1"
653781,POTEJ,POTE ankyrin domain family member J
100132708,CYP4F30P,"cytochrome P450 family 4 subfamily F member 30, pseudogene"
344561,GPR148,G protein-coupled receptor 148
205147,AMER3,APC membrane recruitment protein 3
50649,ARHGEF4,Rho guanine nucleotide exchange factor 4
130074,FAM168B,family with sequence similarity 168 member B
55041,PLEKHB2,pleckstrin homology domain containing B2
445582,POTEE,POTE ankyrin domain family member E
112268424,NA,NA
440910,LOC440910,uncharacterized LOC440910
150786,RAB6D,"RAB6D, member RAS oncogene family"
112268425,LOC112268425,uncharacterized LOC112268425
389043,LINC01120,long intergenic non-protein coding RNA 1120
401010,NOC2LP2,NOC2 like nucleolar associated transcriptional repressor pseudogene 2
653784,MZT2A,mitotic spindle organizing protein 2A
113457,TUBA3D,tubulin alpha 3d
100616378,MIR4784,microRNA 4784
150776,SMPD4BP,"sphingomyelin phosphodiesterase 4B, pseudogene"
90557,CCDC74A,coiled-coil domain containing 74A
440915,POTEKP,"POTE ankyrin domain family member K, pseudogene"
101927994,LINC01087,long intergenic non-protein coding RNA 1087
29798,LINC03124,long intergenic non-protein coding RNA 3124
408029,CDRT15P3,CDRT15 pseudogene 3
101928067,LINC01945,long intergenic non-protein coding RNA 1945
554226,ANKRD30BL,ankyrin repeat domain 30B like
100313824,MIR663B,microRNA 663b
105373622,LOC105373622,uncharacterized LOC105373622
646915,ZNF285CP,"zinc finger protein 285C, pseudogene"
339742,FAM201B,family with sequence similarity 201 member B
2863,GPR39,G protein-coupled receptor 39
113218485,MIR9986,microRNA 9986
116372,LYPD1,LY6/PLAUR domain containing 1
105373623,NA,NA
344148,NCKAP5,NCK associated protein 5
101928185,NCKAP5-AS1,NCKAP5 antisense RNA 1
112268439,LOC112268439,uncharacterized LOC112268439
101928161,NCKAP5-AS2,NCKAP5 antisense RNA 2
105373627,LOC105373627,uncharacterized LOC105373627
105373628,LOC105373628,uncharacterized LOC105373628
4249,MGAT5,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase"
100500878,MIR3679,microRNA 3679
81615,TMEM163,transmembrane protein 163
105373629,LOC105373629,uncharacterized LOC105373629
130013,ACMSD,aminocarboxymuconate semialdehyde decarboxylase
100847069,MIR5590,microRNA 5590
100129961,CCNT2-AS1,CCNT2 antisense RNA 1
905,CCNT2,cyclin T2
80122,MAP3K19,mitogen-activated protein kinase kinase kinase 19
22930,RAB3GAP1,RAB3 GTPase activating protein catalytic subunit 1
109616967,SNORA40B,"small nucleolar RNA, H/ACA box 40B"
84083,ZRANB3,zinc finger RANBP2-type containing 3
23518,R3HDM1,R3H domain containing 1
406915,MIR128-1,microRNA 128-1
107985946,LOC107985946,uncharacterized LOC107985946
23190,UBXN4,UBX domain protein 4
3938,LCT,lactase
100507600,LCT-AS1,LCT antisense RNA 1
4175,MCM6,minichromosome maintenance complex component 6
1615,DARS1,aspartyl-tRNA synthetase 1
101928243,DARS1-AS1,DARS1 antisense RNA 1
112268426,NA,NA
7852,CXCR4,C-X-C motif chemokine receptor 4
107985947,NA,NA
105373633,LOC105373633,uncharacterized LOC105373633
80731,THSD7B,thrombospondin type 1 domain containing 7B
105373634,LOC105373634,uncharacterized LOC105373634
101928273,LOC101928273,uncharacterized LOC101928273
3176,HNMT,histamine N-methyltransferase
107985948,LOC107985948,uncharacterized LOC107985948
105373636,LOC105373636,uncharacterized LOC105373636
105373635,LINC01832,long intergenic non-protein coding RNA 1832
105373637,SPOPL-DT,SPOPL divergent transcript
339745,SPOPL,speckle type BTB/POZ protein like
11249,NXPH2,neurexophilin 2
647012,YY1P2,YY1 transcription factor pseudogene 2
105373639,LOC105373639,uncharacterized LOC105373639
105373640,LOC105373640,uncharacterized LOC105373640
107985821,LOC107985821,uncharacterized LOC107985821
105373643,LOC105373643,uncharacterized LOC105373643
105373641,LOC105373641,uncharacterized LOC105373641
105373644,LOC105373644,uncharacterized LOC105373644
105373645,LOC105373645,uncharacterized LOC105373645
105373647,LINC01853,long intergenic non-protein coding RNA 1853
107985822,LOC107985822,uncharacterized LOC107985822
53353,LRP1B,LDL receptor related protein 1B
102465692,MIR7157,microRNA 7157
105373649,LOC105373649,uncharacterized LOC105373649
107985779,LOC107985779,uncharacterized LOC107985779
105373648,LOC105373648,uncharacterized LOC105373648
105373651,LOC105373651,uncharacterized LOC105373651
107985823,NA,NA
105373652,LOC105373652,uncharacterized LOC105373652
8942,KYNU,kynureninase
55843,ARHGAP15,Rho GTPase activating protein 15
107985949,LOC107985949,uncharacterized LOC107985949
101928361,LOC101928361,uncharacterized LOC101928361
105373654,ARHGAP15-AS1,ARHGAP15 antisense RNA 1
101928386,QTMAN-AS1,QTMAN antisense RNA 1
79712,QTMAN,queuosine-tRNA mannosyltransferase
9839,ZEB2,zinc finger E-box binding homeobox 2
100303491,ZEB2-AS1,ZEB2 antisense RNA 1
101928455,LINC01412,long intergenic non-protein coding RNA 1412
105373656,LINC02993,long intergenic non-protein coding RNA 2993
401014,TEX41,testis expressed 41
105373663,LOC105373663,uncharacterized LOC105373663
105373662,LINC01966,long intergenic non-protein coding RNA 1966
100505498,LOC100505498,uncharacterized LOC100505498
105373664,LOC105373664,uncharacterized LOC105373664
105373665,LOC105373665,uncharacterized LOC105373665
105373666,LOC105373666,uncharacterized LOC105373666
105373667,LOC105373667,uncharacterized LOC105373667
728773,PABPC1P2,poly(A) binding protein cytoplasmic 1 pseudogene 2
105373669,LINC01911,long intergenic non-protein coding RNA 1911
105373668,NA,NA
107985824,LOC107985824,uncharacterized LOC107985824
92,ACVR2A,activin A receptor type 2A
5000,ORC4,origin recognition complex subunit 4
105373674,LOC105373674,uncharacterized LOC105373674
55777,MBD5,methyl-CpG binding domain protein 5
105373673,LOC105373673,uncharacterized LOC105373673
26122,EPC2,enhancer of polycomb 2
101928526,LOC101928526,uncharacterized LOC101928526
3800,KIF5C,kinesin family member 5C
112267889,KIF5C-AS1,KIF5C antisense RNA 1
101928553,LOC101928553,uncharacterized LOC101928553
130576,LYPD6B,LY6/PLAUR domain containing 6B
105373678,NA,NA
105373677,LOC105373677,uncharacterized LOC105373677
105373679,LOC105373679,uncharacterized LOC105373679
130574,LYPD6,LY6/PLAUR domain containing 6
113218495,MIR9899,microRNA 9899
27249,MMADHC,metabolism of cobalamin associated D
101929231,MMADHC-DT,MMADHC divergent transcript
105373680,LOC105373680,uncharacterized LOC105373680
150596,LINC01931,long intergenic non-protein coding RNA 1931
105373682,LOC105373682,uncharacterized LOC105373682
105373684,LINC01818,long intergenic non-protein coding RNA 1818
105373683,LINC01817,long intergenic non-protein coding RNA 1817
105373685,LOC105373685,uncharacterized LOC105373685
390,RND3,Rho family GTPase 3
101929260,LINC01920,long intergenic non-protein coding RNA 1920
101929282,LINC02612,long intergenic non-protein coding RNA 2612
105373686,LOC105373686,uncharacterized LOC105373686
107985825,NA,NA
107985826,LOC107985826,uncharacterized LOC107985826
375287,RBM43,RNA binding motif protein 43
9111,NMI,N-myc and STAT interactor
107985827,LOC107985827,uncharacterized LOC107985827
101929319,LOC101929319,uncharacterized LOC101929319
7130,TNFAIP6,TNF alpha induced protein 6
100616392,MIR4773-1,microRNA 4773-1
100616418,MIR4773-2,microRNA 4773-2
55183,RIF1,replication timing regulatory factor 1
4703,NEB,nebulin
101929356,NA,NA
26225,ARL5A,ARF like GTPase 5A
785,CACNB4,calcium voltage-gated channel auxiliary subunit beta 4
10254,STAM2,signal transducing adaptor molecule 2
105373689,LOC105373689,uncharacterized LOC105373689
105373688,LOC105373688,uncharacterized LOC105373688
114793,FMNL2,formin like 2
105373690,NA,NA
55660,PRPF40A,pre-mRNA processing factor 40A
151188,ARL6IP6,ARF like GTPase 6 interacting protein 6
105373691,LOC105373691,uncharacterized LOC105373691
107985950,NA,NA
107985951,NA,NA
56475,RPRM,"reprimo, TP53 dependent G2 arrest mediator homolog"
114805,GALNT13,polypeptide N-acetylgalactosaminyltransferase 13
100144595,GALNT13-AS1,GALNT13 antisense RNA 1
105373692,NA,NA
105373694,LOC105373694,uncharacterized LOC105373694
105373693,LOC105373693,uncharacterized LOC105373693
3760,KCNJ3,potassium inwardly rectifying channel subfamily J member 3
105373696,LOC105373696,uncharacterized LOC105373696
107985952,LOC107985952,uncharacterized LOC107985952
105373698,LOC105373698,uncharacterized LOC105373698
105373699,LOC105373699,uncharacterized LOC105373699
105373700,LOC105373700,uncharacterized LOC105373700
107985953,LOC107985953,uncharacterized LOC107985953
107985828,LOC107985828,uncharacterized LOC107985828
105373703,LOC105373703,uncharacterized LOC105373703
101929378,LINC01876,long intergenic non-protein coding RNA 1876
4929,NR4A2,nuclear receptor subfamily 4 group A member 2
440918,FLJ46875,uncharacterized LOC440918
100189021,TRA-CGC3-1,tRNA-Ala (anticodon CGC) 3-1
100189208,TRG-GCC2-2,tRNA-Gly (anticodon GCC) 2-2
2820,GPD2,glycerol-3-phosphate dehydrogenase 2
105373707,LOC105373707,uncharacterized LOC105373707
105373708,LINC01958,long intergenic non-protein coding RNA 1958
107985955,NA,NA
105373710,LOC105373710,uncharacterized LOC105373710
105373709,LOC105373709,uncharacterized LOC105373709
11227,GALNT5,polypeptide N-acetylgalactosaminyltransferase 5
57471,ERMN,ermin
728066,FAM133DP,"family with sequence similarity 133, member A pseudogene"
105373711,NA,NA
9595,CYTIP,cytohesin 1 interacting protein
105373712,LOC105373712,uncharacterized LOC105373712
130399,ACVR1C,activin A receptor type 1C
105373713,NA,NA
90,ACVR1,activin A receptor type 1
105373714,LOC105373714,uncharacterized LOC105373714
151531,UPP2,uridine phosphorylase 2
554201,CCDC148-AS1,CCDC148 antisense RNA 1
130940,CCDC148,coiled-coil domain containing 148
8502,PKP4,plakophilin 4
105373715,LOC105373715,uncharacterized LOC105373715
107985780,NA,NA
100129029,PKP4-AS1,PKP4 antisense RNA 1
92196,DAPL1,death associated protein like 1
85461,TANC1,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1"
102465535,MIR6888,microRNA 6888
105373716,LOC105373716,uncharacterized LOC105373716
151525,WDSUB1,"WD repeat, sterile alpha motif and U-box domain containing 1"
29994,BAZ2B,bromodomain adjacent to zinc finger domain 2B
643072,BAZ2B-AS1,BAZ2B antisense RNA 1
64844,MARCHF7,membrane associated ring-CH-type finger 7
100526664,LY75-CD302,LY75-CD302 readthrough
9936,CD302,CD302 molecule
4065,LY75,lymphocyte antigen 75
22925,PLA2R1,phospholipase A2 receptor 1
105373717,LOC105373717,uncharacterized LOC105373717
3694,ITGB6,integrin subunit beta 6
100505984,LINC02478,long intergenic non-protein coding RNA 2478
5937,RBMS1,RNA binding motif single stranded interacting protein 1
100616364,MIR4785,microRNA 4785
105373718,LOC105373718,uncharacterized LOC105373718
105373719,TANK-AS1,TANK antisense RNA 1
10010,TANK,TRAF family member associated NFKB activator
101929512,PSMD14-DT,PSMD14 divergent transcript
100996579,LINC01806,long intergenic non-protein coding RNA 1806
10213,PSMD14,"proteasome 26S subunit, non-ATPase 14"
10716,TBR1,T-box brain transcription factor 1
105373720,NA,NA
285116,AHCTF1P1,AT-hook containing transcription factor 1 pseudogene 1
57282,SLC4A10,solute carrier family 4 member 10
105373722,LOC105373722,uncharacterized LOC105373722
1803,DPP4,dipeptidyl peptidase 4
100131604,DPP4-DT,DPP4 divergent transcript
101929532,LOC101929532,uncharacterized LOC101929532
2641,GCG,glucagon
2191,FAP,fibroblast activation protein alpha
105373724,LOC105373724,uncharacterized LOC105373724
64135,IFIH1,interferon induced with helicase C domain 1
25801,GCA,grancalcin
90134,KCNH7,potassium voltage-gated channel subfamily H member 7
101929570,KCNH7-AS1,KCNH7 antisense RNA 1
105373727,LOC105373727,uncharacterized LOC105373727
107985829,LOC107985829,uncharacterized LOC107985829
105373728,LOC105373728,uncharacterized LOC105373728
55137,FIGN,"fidgetin, microtubule severing factor"
107985957,LOC107985957,uncharacterized LOC107985957
2888,GRB14,growth factor receptor bound protein 14
22837,COBLL1,cordon-bleu WH2 repeat protein like 1
100337591,SNORA70F,"small nucleolar RNA, H/ACA box 70F"
101929633,LOC101929633,uncharacterized LOC101929633
151258,SLC38A11,solute carrier family 38 member 11
6328,SCN3A,sodium voltage-gated channel alpha subunit 3
6326,SCN2A,sodium voltage-gated channel alpha subunit 2
80034,CSRNP3,cysteine and serine rich nuclear protein 3
2591,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3
105373730,NA,NA
100506124,LOC100506124,uncharacterized LOC100506124
79809,TTC21B,tetratricopeptide repeat domain 21B
100506134,TTC21B-AS1,TTC21B antisense RNA 1
102724058,LOC102724058,uncharacterized LOC102724058
6323,SCN1A,sodium voltage-gated channel alpha subunit 1
101929680,SCN1A-AS1,SCN1A and SCN9A antisense RNA 1
6335,SCN9A,sodium voltage-gated channel alpha subunit 9
6332,SCN7A,sodium voltage-gated channel alpha subunit 7
107985958,LOC107985958,uncharacterized LOC107985958
129446,XIRP2,xin actin binding repeat containing 2
100874011,XIRP2-AS1,XIRP2 antisense RNA 1
8708,B3GALT1,"beta-1,3-galactosyltransferase 1"
105616981,B3GALT1-AS1,B3GALT1 antisense RNA 1
27347,STK39,serine/threonine kinase 39
107985959,LOC107985959,uncharacterized LOC107985959
105373733,NA,NA
105373734,LOC105373734,uncharacterized LOC105373734
102724081,LOC102724081,uncharacterized LOC102724081
253782,CERS6,ceramide synthase 6
100616356,MIR4774,microRNA 4774
100861402,CERS6-AS1,CERS6 antisense RNA 1
115677,NOSTRIN,nitric oxide synthase trafficking
57405,SPC25,SPC25 component of NDC80 kinetochore complex
57818,G6PC2,glucose-6-phosphatase catalytic subunit 2
8647,ABCB11,ATP binding cassette subfamily B member 11
