GeneID,Symbol,Gene Name / Type
25932,CLIC4,chloride intracellular channel 4
105376876,LOC105376876,uncharacterized LOC105376876
864,RUNX3,RUNX family transcription factor 3
102465437,MIR6731,microRNA 6731
107984932,NA,NA
105376878,RUNX3-AS1,RUNX3 antisense RNA 1
100616365,MIR4425,microRNA 4425
105376879,LINC02793,long intergenic non-protein coding RNA 2793
25949,SYF2,SYF2 pre-mRNA splicing factor
57035,RSRP1,arginine and serine rich protein 1
105376882,LOC105376882,uncharacterized LOC105376882
6007,RHD,Rh blood group D antigen
23585,TMEM50A,transmembrane protein 50A
6006,RHCE,Rh blood group CcEe antigens
55219,MACO1,macoilin 1
26119,LDLRAP1,low density lipoprotein receptor adaptor protein 1
57134,MAN1C1,mannosidase alpha class 1C member 1
57190,SELENON,selenoprotein N
56181,MTFR1L,mitochondrial fission regulator 1 like
646471,LOC646471,uncharacterized LOC646471
79000,AUNIP,aurora kinase A and ninein interacting protein
164091,PAQR7,progestin and adipoQ receptor family member 7
3925,STMN1,stathmin 1
100500808,MIR3917,microRNA 3917
105376885,LOC105376885,uncharacterized LOC105376885
5051,PAFAH2,platelet activating factor acetylhydrolase 2
101928216,NA,NA
2134,EXTL1,exostosin like glycosyltransferase 1
7780,SLC30A2,solute carrier family 30 member 2
105376910,LOC105376910,uncharacterized LOC105376910
84676,TRIM63,tripartite motif containing 63
149420,PDIK1L,PDLIM1 interacting kinase 1 like
105376886,NA,NA
79927,FAM110D,family with sequence similarity 110 member D
110806296,C1orf232,chromosome 1 open reading frame 230
51042,ZNF593,zinc finger protein 593
10256,CNKSR1,connector enhancer of kinase suppressor of Ras 1
378807,CATSPER4,cation channel sperm associated 4
101928303,ZPLD2P,"zona pellucida like domain containing 2, pseudogene"
64793,CEP85,centrosomal protein 85
83442,SH3BGRL3,SH3 domain binding glutamate rich protein like 3
91544,UBXN11,UBX domain protein 11
1043,CD52,CD52 molecule
55057,CRYBG2,crystallin beta-gamma domain containing 2
257101,ZNF683,zinc finger protein 683
79727,LIN28A,lin-28 RNA binding posttranscriptional regulator A
79947,DHDDS,dehydrodolichyl diphosphate synthase subunit
101928324,DHDDS-AS1,DHDDS antisense RNA 1
3151,HMGN2,high mobility group nucleosomal binding domain 2
6195,RPS6KA1,ribosomal protein S6 kinase A1
100302190,MIR1976,microRNA 1976
105376888,LOC105376888,uncharacterized LOC105376888
101928728,LOC101928728,uncharacterized LOC101928728
8289,ARID1A,AT-rich interaction domain 1A
55650,PIGV,phosphatidylinositol glycan anchor biosynthesis class V
84243,ZDHHC18,zDHHC palmitoyltransferase 18
2810,SFN,stratifin
54707,GPN2,GPN-loop GTPase 2
63906,GPATCH3,G-patch domain containing 3
10726,NUDC,"nuclear distribution C, dynein complex regulator"
8431,NR0B2,nuclear receptor subfamily 0 group B member 2
126695,KDF1,keratinocyte differentiation factor 1
388610,TRNP1,TMF1 regulated nuclear protein 1
115572,TENT5B,terminal nucleotidyltransferase 5B
101928391,LOC101928391,uncharacterized LOC101928391
6548,SLC9A1,solute carrier family 9 member A1
102723760,LOC102723760,uncharacterized LOC102723760
105376890,WDTC1-DT,WDTC1 divergent transcript
23038,WDTC1,WD and tetratricopeptide repeats 1
84065,TMEM222,transmembrane protein 222
644961,ACTG1P20,actin gamma 1 pseudogene 20
84958,SYTL1,synaptotagmin like 1
9064,MAP3K6,mitogen-activated protein kinase kinase kinase 6
8547,FCN3,ficolin 3
388611,CD164L2,CD164 molecule like 2
2827,GPR3,G protein-coupled receptor 3
10163,WASF2,WASP family member 2
105376892,LOC105376892,uncharacterized LOC105376892
27245,AHDC1,AT-hook DNA binding motif containing 1
2268,FGR,"FGR proto-oncogene, Src family tyrosine kinase"
111216282,LINC02574,long intergenic non-protein coding RNA 2574
2537,IFI6,interferon alpha inducible protein 6
199870,FAM76A,family with sequence similarity 76 member A
23673,STX12,syntaxin 12
5511,PPP1R8,protein phosphatase 1 regulatory subunit 8
677774,SCARNA1,small Cajal body-specific RNA 1
9473,THEMIS2,thymocyte selection associated family member 2
6118,RPA2,replication protein A2
27293,SMPDL3B,sphingomyelin phosphodiesterase acid like 3B
55113,XKR8,XK related 8
2140,EYA3,EYA transcriptional coactivator and phosphatase 3
5724,PTAFR,platelet activating factor receptor
22826,DNAJC8,DnaJ heat shock protein family (Hsp40) member C8
93974,ATP5IF1,ATP synthase inhibitory factor subunit 1
83667,SESN2,sestrin 2
54797,MED18,mediator complex subunit 18
65979,PHACTR4,phosphatase and actin regulator 4
1104,RCC1,regulator of chromosome condensation 1
8420,SNHG3,small nucleolar RNA host gene 3
6080,SNORA73A,"small nucleolar RNA, H/ACA box 73A"
26768,SNORA73B,"small nucleolar RNA, H/ACA box 73B"
54952,TRNAU1AP,tRNA selenocysteine 1 associated protein 1
85028,SNHG12,small nucleolar RNA host gene 12
692212,SNORD99,"small nucleolar RNA, C/D box 99"
677838,SNORA61,"small nucleolar RNA, H/ACA box 61"
677825,SNORA44,"small nucleolar RNA, H/ACA box 44"
692073,SNORA16A,"small nucleolar RNA, H/ACA box 16A"
115273,RAB42,"RAB42, member RAS oncogene family"
6883,TAF12,TATA-box binding protein associated factor 12
105378616,TAF12-DT,TAF12 divergent transcript
26824,RNU11,"RNA, U11 small nuclear"
10691,GMEB1,glucocorticoid modulatory element binding protein 1
51441,YTHDF2,YTH N6-methyladenosine RNA binding protein F2
4985,OPRD1,opioid receptor delta 1
2035,EPB41,erythrocyte membrane protein band 4.1
399474,TMEM200B,transmembrane protein 200B
6429,SRSF4,serine and arginine rich splicing factor 4
51102,MECR,mitochondrial trans-2-enoyl-CoA reductase
10076,PTPRU,protein tyrosine phosphatase receptor type U
101928460,LINC01756,long intergenic non-protein coding RNA 1756
107984933,LOC107984933,uncharacterized LOC107984933
107984934,LOC107984934,uncharacterized LOC107984934
101929406,LINC01648,long intergenic non-protein coding RNA 1648
105378617,LOC105378617,uncharacterized LOC105378617
105378618,LOC105378618,uncharacterized LOC105378618
4146,MATN1,matrilin 1
100129196,MATN1-AS1,MATN1 antisense RNA 1
7805,LAPTM5,lysosomal protein transmembrane 5
100616164,MIR4420,microRNA 4420
105378620,LOC105378620,uncharacterized LOC105378620
105378621,LOC105378621,uncharacterized LOC105378621
105378622,LINC01778,long intergenic non-protein coding RNA 1778
400748,LOC400748,uncharacterized LOC400748
9672,SDC3,syndecan 3
9698,PUM1,pumilio RNA binding family member 1
692234,SNORD103A,"small nucleolar RNA, C/D box 103A"
692235,SNORD103B,"small nucleolar RNA, C/D box 103B"
692200,SNORD103C,"small nucleolar RNA, C/D box 103C"
107984935,LOC107984935,uncharacterized LOC107984935
79570,NKAIN1,sodium/potassium transporting ATPase interacting 1
9410,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40
51538,ZCCHC17,zinc finger CCHC-type containing 17
2170,FABP3,fatty acid binding protein 3
105378623,LOC105378623,uncharacterized LOC105378623
107985470,NA,NA
347735,SERINC2,serine incorporator 2
105378625,LOC105378625,uncharacterized LOC105378625
105379772,LOC105379772,uncharacterized LOC105379772
149086,LDC1P,"leucine decarboxylase 1, pseudogene"
284551,LINC01226,long intergenic non-protein coding RNA 1226
105378626,LOC105378626,uncharacterized LOC105378626
64129,TINAGL1,tubulointerstitial nephritis antigen like 1
3061,HCRTR1,hypocretin receptor 1
553115,PEF1,penta-EF-hand domain containing 1
107985471,PEF1-AS1,PEF1 and COL16A1 antisense RNA 1
105378628,NA,NA
1307,COL16A1,collagen type XVI alpha 1 chain
101929444,LOC101929444,uncharacterized LOC101929444
576,ADGRB2,adhesion G protein-coupled receptor B2
100423028,MIR4254,microRNA 4254
90853,SPOCD1,SPOC domain containing 1
8073,PTP4A2,protein tyrosine phosphatase 4A2
10657,KHDRBS1,"KH RNA binding domain containing, signal transduction associated 1"
55116,TMEM39B,transmembrane protein 39B
100847018,MIR5585,microRNA 5585
23633,KPNA6,karyopherin subunit alpha 6
200081,TXLNA,taxilin alpha
79140,CCDC28B,coiled-coil domain containing 28B
56063,TMEM234,transmembrane protein 234
55721,IQCC,IQ motif containing C
149069,DCDC2B,doublecortin domain containing 2B
8668,EIF3I,eukaryotic translation initiation factor 3 subunit I
339483,MTMR9LP,"myotubularin related protein 9 like, pseudogene"
84734,FAM167B,family with sequence similarity 167 member B
3932,LCK,"LCK proto-oncogene, Src family tyrosine kinase"
3065,HDAC1,histone deacetylase 1
65108,MARCKSL1,MARCKS like 1
105378629,LOC105378629,uncharacterized LOC105378629
81629,TSSK3,testis specific serine kinase 3
100128071,FAM229A,family with sequence similarity 229 member A
55108,BSDC1,BSD domain containing 1
728116,ZBTB8B,zinc finger and BTB domain containing 8B
653121,ZBTB8A,zinc finger and BTB domain containing 8A
102723870,LOC102723870,uncharacterized LOC102723870
339487,ZBTB8OS,zinc finger and BTB domain containing 8 opposite strand
5928,RBBP4,"RB binding protein 4, chromatin remodeling factor"
81493,SYNC,"syncoilin, intermediate filament protein"
57648,NHSL3,NHS like 3
8565,YARS1,tyrosyl-tRNA synthetase 1
64766,S100PBP,S100P binding protein
252995,FNDC5,fibronectin type III domain containing 5
105378631,LOC105378631,uncharacterized LOC105378631
3208,HPCA,hippocalcin
113452,TMEM54,transmembrane protein 54
105378632,LOC105378632,uncharacterized LOC105378632
127544,RNF19B,ring finger protein 19B
204,AK2,adenylate kinase 2
105378635,LOC105378635,uncharacterized LOC105378635
113451,AZIN2,antizyme inhibitor 2
112268224,NA,NA
55223,TRIM62,tripartite motif containing 62
149076,ZNF362,zinc finger protein 362
127550,A3GALT2,"alpha 1,3-galactosyltransferase 2"
1912,PHC2,polyhomeotic homolog 2
100500853,MIR3605,microRNA 3605
101929464,PHC2-AS1,PHC2 antisense RNA 1
7579,ZSCAN20,zinc finger and SCAN domain containing 20
114784,CSMD2,CUB and Sushi multiple domains 2
105378638,NA,NA
127540,HMGB4,high mobility group box 4
402779,CSMD2-AS1,CSMD2 antisense RNA 1
84970,C1orf94,chromosome 1 open reading frame 94
105378639,LOC105378639,uncharacterized LOC105378639
105378640,NA,NA
105378641,LOC105378641,uncharacterized LOC105378641
693137,MIR552,microRNA 552
105378642,LOC105378642,uncharacterized LOC105378642
2709,GJB5,gap junction protein beta 5
127534,GJB4,gap junction protein beta 4
2707,GJB3,gap junction protein beta 3
2701,GJA4,gap junction protein alpha 4
113444,SMIM12,small integral membrane protein 12
58512,DLGAP3,DLG associated protein 3
653160,GPR199P,"G protein-coupled receptor 199, pseudogene"
100506144,TMEM35B,transmembrane protein 35B
9204,ZMYM6,zinc finger MYM-type containing 6
79830,ZMYM1,zinc finger MYM-type containing 1
105378644,LOC105378644,uncharacterized LOC105378644
6421,SFPQ,splicing factor proline and glutamine rich
9202,ZMYM4,zinc finger MYM-type containing 4
100861513,ZMYM4-AS1,ZMYM4 antisense RNA 1
79932,KIAA0319L,KIAA0319 like
23154,NCDN,neurochondrin
339488,TFAP2E,transcription factor AP-2 epsilon
105378645,TFAP2E-AS1,TFAP2E antisense RNA 1
5690,PSMB2,proteasome 20S subunit beta 2
105378646,LOC105378646,uncharacterized LOC105378646
127703,C1orf216,chromosome 1 open reading frame 216
63967,CLSPN,claspin
192670,AGO4,argonaute RISC component 4
26523,AGO1,argonaute RISC component 1
192669,AGO3,argonaute RISC catalytic component 3
105378647,LOC105378647,uncharacterized LOC105378647
27285,TEKT2,tektin 2
54936,ADPRS,ADP-ribosylserine hydrolase
1296,COL8A2,collagen type VIII alpha 2 chain
27095,TRAPPC3,trafficking protein particle complex subunit 3
55700,MAP7D1,MAP7 domain containing 1
9967,THRAP3,thyroid hormone receptor associated protein 3
79729,SH3D21,SH3 domain containing 21
55194,EVA1B,eva-1 homolog B
83931,STK40,serine/threonine kinase 40
84967,LSM10,"LSM10, U7 small nuclear RNA associated"
127700,OSCP1,organic solute carrier partner 1
109616970,SNORA63C,"small nucleolar RNA, H/ACA box 63C"
107984940,LOC107984940,uncharacterized LOC107984940
64960,MRPS15,mitochondrial ribosomal protein S15
1441,CSF3R,colony stimulating factor 3 receptor
107984941,LOC107984941,uncharacterized LOC107984941
105378648,LOC105378648,uncharacterized LOC105378648
2899,GRIK3,glutamate ionotropic receptor kainate type subunit 3
100422898,MIR4255,microRNA 4255
107984942,LOC107984942,uncharacterized LOC107984942
728431,LITATS1,lncRNA induced by TGF-beta and antagonizes TGF-beta signaling 1
80149,ZC3H12A,zinc finger CCCH-type containing 12A
102465438,MIR6732,microRNA 6732
64769,MEAF6,MYST/Esa1 associated factor 6
100847010,MIR5581,microRNA 5581
105378649,LOC105378649,uncharacterized LOC105378649
79753,SNIP1,Smad nuclear interacting protein 1
7802,DNALI1,dynein axonemal light intermediate chain 1
29889,GNL2,G protein nucleolar 2
284654,RSPO1,R-spondin 1
54955,AIRIM,AFG2 interacting ribosome maturation factor
55143,CDCA8,cell division cycle associated 8
284656,EPHA10,EPH receptor A10
105378650,LOC105378650,uncharacterized LOC105378650
149175,MANEAL,mannosidase endo-alpha like
79693,YRDC,yrdC N6-threonylcarbamoyltransferase domain containing
127687,C1orf122,chromosome 1 open reading frame 122
4520,MTF1,metal regulatory transcription factor 1
3633,INPP5B,inositol polyphosphate-5-phosphatase B
105378651,LOC105378651,uncharacterized LOC105378651
10946,SF3A3,splicing factor 3a subunit 3
2275,FHL3,four and a half LIM domains 3
51118,UTP11,UTP11 small subunit processome component
5453,POU3F1,POU class 3 homeobox 1
107985103,NA,NA
105378653,MIR3659HG,MIR3659 host gene
100500801,MIR3659,microRNA 3659
105378655,LINC02786,long intergenic non-protein coding RNA 2786
105378654,LOC105378654,uncharacterized LOC105378654
339442,LINC01343,long intergenic non-protein coding RNA 1343
105378657,LOC105378657,uncharacterized LOC105378657
107984943,LOC107984943,uncharacterized LOC107984943
105378656,LINC01685,long intergenic non-protein coding RNA 1685
105378658,LOC105378658,uncharacterized LOC105378658
105378660,LOC105378660,uncharacterized LOC105378660
64121,RRAGC,Ras related GTP binding C
100527950,GJA9-MYCBP,GJA9-MYCBP readthrough
26292,MYCBP,MYC binding protein
105378663,RRAGC-DT,RRAGC divergent transcript
81025,GJA9,gap junction protein alpha 9
54933,RHBDL2,rhomboid like 2
105378662,LOC105378662,uncharacterized LOC105378662
79647,AKIRIN1,akirin 1
4725,NDUFS5,NADH:ubiquinone oxidoreductase subunit S5
23499,MACF1,microtubule actin crosslinking factor 1
643314,NA,NA
105378950,NA,NA
353500,BMP8A,bone morphogenetic protein 8a
192217,OXCT2P1,3-oxoacid CoA-transferase 2 pseudogene 1
728448,PPIEL,peptidylprolyl isomerase E like (pseudogene)
8761,PABPC4,poly(A) binding protein cytoplasmic 4
101929516,PABPC4-AS1,PABPC4 antisense RNA 1
677834,SNORA55,"small nucleolar RNA, H/ACA box 55"
26508,HEYL,hes related family bHLH transcription factor with YRPW motif like
84618,NT5C1A,"5'-nucleotidase, cytosolic IA"
51440,HPCAL4,hippocalcin like 4
10450,PPIE,peptidylprolyl isomerase E
656,BMP8B,bone morphogenetic protein 8b
64064,OXCT2,3-oxoacid CoA-transferase 2
105378666,BMP8B-AS1,BMP8B antisense RNA 1
101929536,LOC101929536,uncharacterized LOC101929536
105378951,NA,NA
107985740,LINC02811,long intergenic non-protein coding RNA 2811
105378665,NA,NA
105378667,LOC105378667,uncharacterized LOC105378667
54802,TRIT1,tRNA isopentenyltransferase 1
4610,MYCL,"MYCL proto-oncogene, bHLH transcription factor"
105378668,MYCL-AS1,MYCL antisense RNA 1
84879,MFSD2A,"MFSD2 lysolipid transporter A, lysophospholipid"
105378669,LOC105378669,uncharacterized LOC105378669
10487,CAP1,cyclase associated actin cytoskeleton regulatory protein 1
5538,PPT1,palmitoyl-protein thioesterase 1
105378671,LOC105378671,uncharacterized LOC105378671
6018,RLF,RLF zinc finger
127391,TMCO2,transmembrane and coiled-coil domains 2
10269,ZMPSTE24,zinc metallopeptidase STE24
1298,COL9A2,collagen type IX alpha 2 chain
107984945,NA,NA
64744,SMAP2,small ArfGAP2
65243,ZFP69B,ZFP69 zinc finger protein B
339559,ZFP69,ZFP69 zinc finger protein
105378672,EXO5-DT,EXO5 divergent transcript
64789,EXO5,exonuclease 5
127396,ZNF684,zinc finger protein 684
105378673,LOC105378673,uncharacterized LOC105378673
9783,RIMS3,regulating synaptic membrane exocytosis 3
105378675,LOC105378675,uncharacterized LOC105378675
105378674,NA,NA
100130557,NFYC-AS1,NFYC antisense RNA 1
4802,NFYC,nuclear transcription factor Y subunit gamma
407034,MIR30E,microRNA 30e
407031,MIR30C1,microRNA 30c-1
9132,KCNQ4,potassium voltage-gated channel subfamily Q member 4
105378676,LOC105378676,uncharacterized LOC105378676
163732,CITED4,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4
1503,CTPS1,CTP synthase 1
100507178,SLFNL1-AS1,SLFNL1 antisense RNA 1
200172,SLFNL1,schlafen like 1
22955,SCMH1,Scm polycomb group protein homolog 1
100132074,FOXO6,forkhead box O6
101929901,FOXO6-AS1,FOXO6 antisense RNA 1
105378678,LOC105378678,uncharacterized LOC105378678
1907,EDN2,endothelin 2
59269,HIVEP3,HIVEP zinc finger 3
2981,GUCA2B,guanylate cyclase activator 2B
2980,GUCA2A,guanylate cyclase activator 2A
22887,FOXJ3,forkhead box J3
284716,RIMKLA,ribosomal modification protein rimK like family member A
84217,ZMYND12,zinc finger MYND-type containing 12
728621,CCDC30,coiled-coil domain containing 30
79717,PPCS,phosphopantothenoylcysteine synthetase
10465,PPIH,peptidylprolyl isomerase H
4904,YBX1,Y-box binding protein 1
149461,CLDN19,claudin 19
64175,P3H1,prolyl 3-hydroxylase 1
79078,C1orf50,chromosome 1 open reading frame 50
105378683,TMEM269-DT,TMEM269 divergent transcript
100129924,TMEM269,transmembrane protein 269
107984946,LOC107984946,uncharacterized LOC107984946
374969,SVBP,small vasohibin binding protein
114625,ERMAP,erythroblast membrane associated protein (Scianna blood group)
51058,ZNF691,zinc finger protein 691
339539,LOC339539,uncharacterized LOC339539
6513,SLC2A1,solute carrier family 2 member 1
440584,SLC2A1-DT,SLC2A1 divergent transcript
440585,CFAP144,cilia and flagella associated protein 144
10969,EBNA1BP2,EBNA1 binding protein 2
102465439,MIR6733,microRNA 6733
149465,CFAP57,cilia and flagella associated protein 57
105378685,LOC105378685,uncharacterized LOC105378685
128218,TMEM125,transmembrane protein 125
149466,C1orf210,chromosome 1 open reading frame 210
7075,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1
4352,MPL,"MPL proto-oncogene, thrombopoietin receptor"
105378687,CDC20-DT,CDC20 divergent transcript
991,CDC20,cell division cycle 20
