GeneID,GSM2794663,GSM2794664,GSM2794665,GSM2794666,GSM2794667,GSM2794668,GSM2794669,GSM2794670
4137,10.06,9.804,10.86,10.09,11.67,11.38,12.64,9.305
100130148,0.03248,0.05282,0.06958,0.02318,0,0,0.02019,0.02388
105371800,0.006365,0,0.006818,0.009086,0,0.005504,0.01583,0
246744,0.2201,0.1193,0,0.1571,0,0,0,0
284058,8.256,7.829,8.397,7.062,8.467,7.24,9.44,7.855
107985027,0,0.0349,0,0,0,0,0.02001,0.02367
644246,2.158,3.052,1.709,2.813,1.438,2.028,1.867,1.794
100506084,1.469,1.693,2.135,2.068,1.811,2.15,1.826,1.405
9884,1.958,1.764,2.29,2.08,1.914,2.053,1.988,1.739
107987254,0.09015,0.1466,0.1207,0.2896,0.1728,0.1559,0.1681,0.1326
728806,22.69,21.53,31.01,23.82,26.86,22.08,25,18.77
51326,1.039,1.117,1.295,1.26,1.332,1.276,1.286,0.9465
474170,1.821,1.682,2.306,1.961,2.023,2.015,2.092,1.623
644297,0.07118,0.1286,0.1017,0.271,0.1819,0.1642,0.177,0.1396
4905,38.1,36.92,51.72,43.8,42.03,44.47,43.93,40.21
7473,3.472,3.312,3.065,3.169,2.764,2.912,2.89,2.892
101929777,0,0,0,0,0,0,0,0.2032
7484,0.01416,0,0,0,0,0.006123,0,0
105371798,0,0,0,0,0,0,0,0
112268191,0,0,0,0,0,0,0,0
9570,17.57,18.03,24.06,25.01,18.32,17.01,18.65,17.6
100847067,0,0,0,0,0,0,0,0
388394,0.0446,0,0,0,0,0,0,0.06559
101927060,2.529,2.102,2.035,1.884,2.345,1.977,2.108,1.714
996,34.95,31.83,51.73,46.68,30.35,37.51,37.68,30.89
4635,0,0,0,0,0.06159,0.03474,0,0
3690,0.2102,0.2604,0.3109,0.2571,0.09205,0.06058,0.0871,0.1472
107985029,0,0,0,0.1047,0,0,0.09116,0
102724508,0.8173,0.3408,0.3367,1.077,0.3855,0.7611,0.469,0.3698
124989,1.082,1.185,2.932,2.719,1.611,1.989,2.381,2.035
653479,11.19,12.25,11.95,11.92,15.27,13.47,11.34,8.873
9520,76.85,69.93,105.1,92.74,79.96,81.81,91.07,75.63
112268184,21.31,20.7,33.16,30.49,22.75,26.61,26.2,23.7
3837,156.5,146.9,190.7,174.3,141.2,141.8,163.9,144.9
9755,8.546,8.793,8.271,7.687,11.85,10.89,10.84,12.31
30009,0,0,0,0,0,0,0,0
114881,23.18,24.64,26.15,22.82,38.16,29.35,33.48,29.61
124995,261,258,204.5,208,228.7,214.6,188.9,185.2
90506,6.555,6.417,4.421,5.116,7.049,7.28,5.541,5.617
90507,108.5,111.2,80.91,84.17,124,116.1,104.4,107.9
80320,5.04,4.495,5.425,5.228,5.299,4.609,6.613,6.114
102724532,37.52,34.22,41.89,41.6,51.39,50.73,56.26,50.52
6668,13.27,13,14.45,14.67,15.33,13.91,14.32,14.11
100506325,5.005,5.427,4.689,4.229,4.267,3.998,4.382,3.598
55163,103.2,104.2,109.9,97.13,127.4,126.7,125.9,108.6
79170,165.8,175.7,147,133.4,205.2,205.1,179.9,152.7
80279,173.3,174.7,192.3,178.1,188.6,153.6,156.2,160.6
51226,31.8,37.11,33.79,37.04,40.68,40.16,35.37,36.38
113218499,0,2.276,2.249,1.998,1.073,0,1.74,1.029
406943,0.5629,0,0,0,0,0,0.6999,0
4779,317.6,296.6,437.3,400.6,287.8,273,390.8,422.2
10951,156.6,154.4,193,175.1,159.8,178.2,178.7,153.1
29916,31.37,30.86,32.5,33.48,34.63,35.67,38.04,40.5
8631,3.691,4.109,4.273,4.872,3.833,3.466,4.121,3.035
100302211,0,0,0,0,0,0,0,0
105371807,0,0,0,0.09604,0,0,0.1673,0
101927166,0,0,0.04633,0,0,0,0.02689,0
105371808,0,0,0,0,0,0,0.06858,0
3211,0,0,0,0,0,0,0,0
3212,0.6689,0.6937,0.9658,1.246,1.025,0.9557,0.8317,1.24
100874362,0.553,0.6662,0.6583,0.7895,0.6594,0.6908,1.07,0.8132
3213,0.024,0.0318,0.05427,0.03045,0.0654,0.03689,0.08288,0.0745
3214,0.07339,0.05305,0.131,0.1397,0.0375,0,0.1217,0.2878
406902,0,0,0,0,0,0,0,0
404266,0.5195,0.4882,0.705,0.7417,0.5841,0.6889,0.7321,0.8658
3215,0,0.02916,0.02881,0.03839,0.04123,0.02326,0,0
3216,1.344,1.433,2.478,2.202,1.25,1.677,2.301,2.268
3217,14.09,13.56,18.01,20.06,14.6,15.44,13,13.1
3218,0.01186,0.07714,0.08892,0.1524,0.07272,0.05127,0.04423,0.08719
3219,6.856,6.53,13.71,12.14,4.82,5.912,7.936,8.995
406972,0,0,0,0,0,0,0,0
101060400,0,0,0,0.03024,0,0.01832,0.05268,0.0623
105371809,0.0494,0.06694,0.07937,0.08814,0.01893,0.01068,0.01535,0
360205,0,0,0,0,0,0,0,0.05104
84366,0,0,0,0,0,0,0,0
100422978,0,0,0,0,0,0,0,0
10481,0.4514,0.6292,0.4663,0.3452,0.7661,0.5576,0.5212,0.7823
105371811,0,0,0,0,0,0,0,0
105371812,0,0,0,0,0,0,0,0
284076,0.0507,0.01099,0.06517,0.01447,0,0.02631,0.06304,0
105371813,0,0,0,0,0,0,0,0
10241,169.9,169.9,212.7,192.1,175.7,172.5,180.8,184
105371814,25.75,25.33,26.8,23.87,22.38,21.75,20.3,19.42
516,493.9,517.8,569.1,550.4,590.9,567.7,623.7,664.7
65264,271.5,267.3,300.1,276.8,299.3,288.8,322.4,319.9
11267,102.9,105.6,105.6,106.2,92.67,96.53,96.74,91.37
2695,0,0,0,0,0,0,0.1701,0.1006
10642,1.04,1.215,1.443,1.077,1.033,1.053,1.038,0.8795
124872,3.962,4.106,3.522,2.912,2.939,2.522,2.543,2.57
7229,2.041,0,0,0,0,0,0,1
2793,0,0,0.04409,0,0,0.03559,0,0
51225,0,0,0.02463,0.09847,0.0705,0.01988,0.05718,0.2029
162466,0.2111,0.2975,0.1583,0.1507,0.2913,0.1278,0.1312,0.1863
105371816,0.02589,0.02807,0.02773,0,0.03968,0,0,0.03806
124871,0,0,0,0,0,0,0,0.09975
102465137,0,0,0,0,0,1.166,0,0
22834,16.33,16.2,22.48,25.14,17.63,23.27,22.68,22.62
102724596,0.04193,0.09092,0.04492,0,0.2571,0.145,0.1043,0.06166
5245,309.9,323.2,292.7,287.8,340.2,325.4,347.9,376.9
101927207,0,0,0,0,0,0,0,0
4804,0.21560000000000001,0.1558,0.4464,0.1846,0.1102,0.08699,0.1966,0.2113
100288866,0.04011,0,0.04297,0.05726,0,0,0,0
102465141,0,0,0,0,0,0,0,0
11248,0.04359,0.03781,0.06537,0.02489,0.01336,0.07539,0.1084,0.07691
8405,69.51,67.58,83.96,83.8,62.15,71.22,64.84,61.78
107984999,0.1187,0.06436,0.318,0.1695,0.273,0.3593,0.4429,0.3492
10237,250.2,254.8,184.3,218.7,197.9,191.3,183,177.5
81558,11.59,12.16,11.21,10.09,12.67,11.65,12.71,13.01
11143,20.28,19.88,24.97,22.15,21.12,20.63,21.32,18.87
255061,1.016,1.023,0.5441,0.4143,0.6674,0.1882,0.4511,0.2134
729220,0.1582,0.5144,0.2824,0.4515,0.6466,0.3647,0.3277,0.3876
1748,1.026,1.177,1.163,0.8736,0.9381,0.9389,1.301,1.132
1747,1.261,1.163,1.149,0.9673,1.731,1.237,1.474,0.8027
284080,0.058,0.1258,0.1864,0.1656,0.2075,0.06688,0.09616,0.2275
3675,34.14,33.57,39.38,33.28,38.11,35.23,45.26,48.83
5164,17.62,17.79,16.39,15.74,24.44,21.96,21.98,20.15
201191,3.087,3.202,2.817,2.978,4.204,4.151,3.681,3.649
84687,43.67,42.94,41.62,37.15,43.25,40.82,44.83,43.93
105371818,0.01519,0.01647,0.06509,0.06506,0.02329,0.02627,0.01889,0.02234
6442,0,0,0,0,0,0,0,0
373861,0,0,0,0,0,0,0,0
1277,8.175,7.915,8.457,6.618,10.72,6.841,10.62,9.086
101927230,0,0,0,0,0,0,0,0
105371819,0,0,0,0,0,0,0,0
105371822,0.01014,0.01466,0.00362,0,0,0,0.004202,0.009939
162461,0.2783,0.66,0.3167,0.2979,0.2933,0.391,0.2379,0.5115
103752589,0.06547,0.4259,0.07014,0.3739,0.1004,0.1699,0,0.09628
64132,48.05,45.67,41.38,43.5,45.95,42.96,50.23,49.09
51264,190.1,205.4,194.3,206,196.6,196.9,199,253.2
146956,16.21,16.01,26.69,27.68,12.65,13.53,14.45,15.85
55379,307.2,296.2,375.3,389.6,266.6,264.6,281.7,273.1
80221,38.93,41.59,49.51,35.74,51.7,50.4,53.87,41.34
1101,0.45,0.1756,0.5013,0.2056,0.3863,0.2802,0.3805,0.2911
55316,65.08,63.92,69.66,69.54,65.86,64.14,67.61,73.99
84073,0.06846,0.07423,0.04584,0.03665,0.09184,0.0666,0.08512,0.06292
55040,42.08,42.2,37.88,33.65,53.58,48.33,45.78,46.53
105371824,7.423,5.774,4.667,5.183,8.164,6.07,7.624,9.61
64847,137.4,136,125.2,122.2,166.8,164,167.1,156.1
253962,0.3418,0.3335,0.2929,0.1464,0.1048,0.3547,0.2975,0.1005
8913,0.02273,0.02464,0.02435,0.006489,0.05575,0.02752,0.0113,0.02674
101927253,0,0,0,0,0,0,0,0.1407
8714,27.27,35.55,47.04,31.82,41.23,28.33,42.66,50.26
91369,37.06,34.38,44.9,40.44,32.37,31.92,34.46,32.7
51747,25.46,24.02,34.14,25.99,30.33,27.47,27.66,24
55018,0.02349,0,0,0.03353,0.03601,0.04063,0,0.1036
102466918,0,0,0,0,0,0,0,0
124857,0,0,0.01357,0,0,0.04382,0,0
10140,395.8,405,470.3,435.6,497.4,488.4,418.3,428.4
400604,6.957,6.905,5.784,3.953,6.261,5.567,4.82,5.649
105371825,0,0.01695,0.03349,0,0.1198,0.02704,0.05831,0
9043,46.1,40.17,70.4,60.44,39.2,42.3,51.29,44.71
654364,1299,1267,984.1,1032,1115,1095,987,1010
4830,495.3,542.3,461.6,466.8,517.8,505.1,498.4,561
4831,1439,1385,1044,1115,1185,1178,1042,1063
54799,21.21,19.63,25.84,23.93,20.74,24.42,18.95,13.72
51096,113.3,104.2,123.4,116.4,83.11,96.98,99.76,88.03
101927274,0,0,0,0,0,0,0,0
440446,0.01852,0.02008,0.03967,0,0.02839,0,0.02302,0.02723
105371828,0,0,0,0,0,0,0,0
56934,0.01247,0.01352,0.08014,0.0356,0.01911,0.02156,0.03101,0.03667
105371829,0,0,0,0,0,0,0,0
105371830,0,0,0,0,0,0,0,0
105371831,0,0,0,0,0,0,0,0
107984983,0,0,0,0,0,0,0,0
100506650,0,0,0,0,0,0,0,0
107984982,0,0,0,0,0,0,0,0
84643,0,0,0,0,0,0,0,0
107985001,0,0,0,0,0,0,0,0
10040,131.8,125.9,131.9,132.5,109.4,118,93.86,75.52
1353,14.98,14.23,18.71,22.9,12.57,19.4,13.29,11.57
252983,1.327,1.219,2.03,1.724,1.527,1.92,2.269,1.767
107985002,0.03858,0.02788,0.02755,0.03671,0.05914,0.1168,0.03198,0.08509
3131,0.2369,0.162,0.32,0.2574,0.229,0.2138,0.2114,0.1818
23531,3.258,3.142,6.319,6.805,2.103,3.5,2.793,3.026
101927367,0,0,0,0,0,0,0,0
105371833,0,0,0,0,0,0,0,0
102724732,0,0,0,0,0,0,0,0
101927389,0,0,0,0,0,0,0,0
55273,0,0,0,0,0,0,0.02453,0
58488,16.34,14.71,18.12,17.04,16.35,17.12,19.24,14.93
162282,0,0.007127,0.002347,0.003128,0.003359,0.005685,0.0109,0.01289
112268194,0,0,0,0,0,0,0,0
9241,0.0512,0.111,0.05485,0.03655,0,0.08856,0.06366,0.07529
339210,6.564,5.031,6.697,6.041,5.05,5.364,7.234,11.42
8526,9.99,8.373,14.97,14.54,8.184,9.747,11.03,9.958
246754,0.06031,0,0,0,0,0,0,0
7706,139.3,128.4,228.3,179.8,162,160.2,242.8,259.1
100500827,84.85,74.71,107.4,108.1,77.7,102.4,153.7,162.5
8161,49.11,47.8,58.02,54.76,45.66,51.28,49.45,47.27
105371836,0.228,0.206,0.407,0.3254,0.5242,0.2629,0.3307,0.2794
59342,112.1,114.8,176.1,157.6,115.1,114.8,177.4,211.7
376412,0.2601,0.1612,0.03981,0.1061,0.05697,0.03213,0.3234,0.2186
8165,89.59,84.54,85.37,72.09,81.51,75.8,92.67,82.43
101927510,1.549,1.216,2.203,2.231,1.843,2.044,1.76,2.651
124540,49.88,48.58,67.7,63.05,53.5,63.49,55.06,48.65
101927557,0,0,0.09319,0,0,0.1505,0.1082,0
107984993,0.1282,0.1871,0.1796,0.1478,0.2041,0.2132,0.3004,0.1523
101927539,0.03488,0.07564,0.07474,0.0498,0.1604,0.03017,0.3036,0.05129
101927581,0,0,0,0,0,0,0,0
51649,68.87,73.54,77.32,76.69,71.21,73.08,71.4,73.88
404093,22.8,25.38,26.15,21.93,25.48,23.72,28.26,30.01
107985065,0,0.0233,0.02302,0.06136,0,0.01858,0,0.0316
7716,55.87,48.73,90.74,76.38,52.49,56.79,55.36,52.75
101929185,1.807,1.99,2.908,3.232,3.154,3.224,3.881,4.201
6426,90.46,91.37,123.5,122.1,84.66,90.15,89.75,83.12
105371840,0,0,0,0,0,0,0.01692,0
101927666,0,0,0,0.03431,0,0,0,0
140735,147.7,141.8,180.2,169.5,148.8,160.4,171.7,161.5
26689,0,0,0,0,0,0,0,0
55545,0.3171,0.4175,0.3397,0.4204,0.5556,0.431,0.338,0.533
124538,0,0,0,0,0,0,0,0
8288,0.05404,0.09765,0.09648,0.18,0.1105,0.09346,0.2464,0.02649
54903,40.27,42.6,45.53,46.87,42.65,40.45,37.9,38.76
105371841,1.066,0.6459,1.008,0.8952,0.721,1.057,0.6238,0.9682
4025,0.02759,0.04487,0.1035,0.07878,0.06345,0.02386,0.08577,0.08115
4353,0,0,0,0,0.02335,0,0.03787,0
9256,0.006362,0,0.006815,0.009082,0.009753,0.0165,0.007911,0
100506779,15.51,16.41,15.95,15.53,17.2,16.97,16.02,16.21
406934,0,0,0,0,0,0,0,0
100616220,0,0,0,0,0,0,0,0
6827,259,272.1,278.3,272.7,299.1,292.9,282.3,285
54894,37.31,38.27,43.83,35.06,42.26,41.31,54.76,62.31
124535,0,0.01283,0.0507,0.03378,0.01814,0.02046,0.02943,0.0522
9110,76.73,71.26,70.99,68.16,73.18,69.46,76.1,60.07
101927688,3.375,3.659,3.214,3.533,2.53,3.697,2.798,3.198
5414,0.4026,0.3859,0.4125,0.3748,0.2415,0.2725,0.4498,0.3089
56155,1.695,1.436,2.014,1.679,1.733,1.426,2.304,2.588
107985048,0.04917,0.1599,0.158,0.2808,0.1508,0.04252,0.06114,0.07231
105371842,0,0,0,0,0.1672,0,0,0
5889,69.14,65.57,124.4,104,63.99,64.85,69.8,66.61
105371843,2.417,1.253,2.589,2.4,0.6445,1.363,1.568,1.082
22843,6.988,7.094,13.83,11.91,5.344,6.198,5.799,5.397
4591,370,348.3,513.4,427.4,349.9,390.7,396.4,301.7
348235,119.9,112.8,202.4,182.9,102.5,136.8,115.1,103.8
768216,0,0,0,0,0,0,0,0
407027,0,0,0,0,0,0,0,0
55771,40.47,32.19,65.4,53.93,14.63,18.18,22.73,17.69
55181,92.45,90.2,95.52,86.95,92.97,90.53,96.36,86.28
284161,17.88,16.95,24.26,22.08,15.27,20.35,18.07,13.12
388403,34.54,32.74,37.67,32.63,41.38,46.49,40.19,30.04
100616204,0,0,0,0,0,0,0,0
101927728,0,0,0,0,0,0,0,0
105371845,0,0,0,0,0,0,0,0.05898
105371847,0,0,0,0,0,0,0,0
79665,162.5,148.6,183.7,173.4,148.5,165.7,153.8,117.7
1213,638,599.6,862.6,766.4,668.4,713.6,736.9,567.2
51651,76.75,81.85,98.93,93.21,76.22,76.87,94.32,112.8
81671,300.1,301.3,446.5,397.8,328.3,349.6,379.9,378
406991,1.36,0,2.915,2.913,1.043,1.765,4.229,8.002
51174,54.68,53.38,79.01,61.87,47.17,54.97,60.5,62.25
6198,155.3,141.8,228.9,205.4,148.2,176.2,170.6,149.1
51136,56.11,53.02,100.1,90.04,56.08,70.95,75.01,71.71
653645,54.08,47.7,62.42,56.46,51.67,52.02,56.83,43.86
101927755,17.13,16.41,21.41,16.19,15.7,16.67,18.2,16.79
105371848,0.06303,0.06834,0.06752,0.08998,0.09663,0.1635,0.1567,0.09269
63897,116,105.4,130.5,124.6,108.1,109.3,128.2,120.4
100616210,44.14,39.33,53.76,57.83,48.2,38.17,56.38,63.13
105371849,3.854,2.431,3.753,2.501,1.611,1.636,3.31,4.018
645638,1.577,1.71,4.731,3.265,1.088,1.91,6.08,12.52
653653,7.473,6.409,11.17,11.09,4.531,6.389,5.407,5.029
100996660,1.243,1.147,1.168,1.323,1.788,1.395,1.41,1.299
762,12.99,14.23,18.19,18.61,14.24,17.14,14.7,14.9
84669,177.3,165.1,218.5,169.5,168.6,163.1,200.6,172.8
677681,0.7535,0.4085,1.211,2.151,0.5776,0.9773,1.874,1.662
105371850,0,0,0,0,0.1138,0,0,0.1091
124773,0,0.1274,0,0.08388,0.1351,0.05081,0.07306,0.0432
10513,188.2,173.8,261.5,238.4,192.8,252.1,216.8,182.7
388406,0.07605,0,0.4888,0.1086,0,0.1973,0.1891,0.4473
8493,95,93.36,125.7,113.1,82.78,83.17,70.36,67.73
54828,116.5,119,101,97.09,136.6,134.2,119,104.6
107984992,0.172,0.1399,0.1382,0.6138,0.3296,0.1487,0.2139,0.1897
101927855,22.05,22.23,17.92,21.04,19.2,17.06,12.26,9.45
103689912,51.93,53.32,45.93,53.56,52.53,52,48.64,70.1
6909,68.73,65.6,74,68.1,77.86,66.73,82.96,99.69
388407,9.827,9.197,5.144,6.443,9.275,7.474,7.881,10.36
9496,0.1564,0.07826,0.2191,0.1202,0.1475,0.06242,0.2244,0.1061
342538,34.75,33.89,35.92,40.16,24.62,31.75,25.99,23.8
83990,20.61,17.43,45.2,34.44,13.37,17.25,22.81,20.33
57508,38.36,33.65,46.35,36.79,30.82,34.92,34.08,23.59
9969,96.84,82.51,138.5,118.2,82.85,94.36,119.7,99.38
440452,0.1424,0.1802,0.2035,0.2033,0.2912,0.2464,0.2657,0.3142
105371853,0,0.1193,0,0.1571,0.1687,0.1903,0.1368,0.1618
105371936,0,0,0,0,0,0,0,0
146779,0.2358,0.2841,0.2246,0.2993,0.3616,0.3399,0.2932,0.3083
105371854,0,0,0,0,0,0,0,0
339175,71.6,69.88,74.71,69.8,66.35,69.09,70.8,62.1
112268200,0,0,0,0,0,0,0.1862,0
112268201,1.11,1.203,0.8718,2.007,1.474,1.727,1.012,1.197
11011,52.61,49.17,70.41,64.12,44.21,46.54,56.14,53.43
112268202,0.5333,0.6181,0.7881,0.9714,1.015,0.7634,1.189,0.8384
107985020,0.4928,0.1336,0.528,0,0.3778,0.3729,0.2298,0
9902,6.907,8.032,7.48,5.425,7.093,6.009,8.245,5.686
162333,0.08114,0.1173,0.05795,0.0901,0.09676,0.07017,0.1457,0.09281
105371855,0.02151,0.06996,0.02304,0.0307,0.03297,0.0372,0.05349,0.06326
101927877,0,0.1174,0.058,0.03865,0,0.09365,0.101,0.3185
693218,0,0.5418,0,0,0,0,0,0
26115,28.32,24.83,33.25,28.03,23.37,23.34,28.66,21.06
105371857,0.04262,0,0.04566,0.2434,0,0.03686,0,0
105371856,0.9486,0.6707,1.038,0.7948,0.7903,0.9629,0.8974,0.6671
107983996,0.4019,0.6225,0.4305,0.7377,0.6161,0.7448,0.7853,0.4221
1534,392,387.6,358.1,352.9,427.1,401.6,424.3,360.8
1636,6.675,7.032,4.983,3.546,8.613,7.772,7.177,4.224
81033,0.04945,0.05361,0.08476,0.07059,0.1365,0.05131,0.07378,0.07272
10238,156.9,143.7,190.8,158.2,163.7,157.5,170.6,140.4
51204,150.7,161.5,145.4,138.8,170.2,167,175.2,183.9
4215,23.93,22.81,28.01,24.45,25.15,23.01,29,27.96
107984984,0.1463,0.1269,0.2821,0.2088,0.1346,0.2024,0.291,0.2151
101927898,0.04732,0.3078,0.2535,0,0.4353,0.1228,0.05884,0.2087
80774,2.237,2.143,2.426,1.803,3.093,2.386,2.867,3.694
729683,0.1043,0.06784,0.04469,0.05955,0.1279,0.1443,0.1815,0.1227
92335,41.17,40.81,49.83,46.05,54.5,51.66,63,67.38
57003,383.9,355.4,462.9,420.7,374.8,405.9,465.2,385.5
11325,164.6,161,201.5,181.6,169,151.2,168.2,144.5
117246,142.5,141,164.6,137.7,167.6,156.1,167.5,149
5705,598,623.5,687.3,668.8,662.9,633.9,628.9,666.9
107984986,6.313,5.741,7.09,5.523,10.46,8.101,9.242,10.33
6603,511.7,509.3,531.8,487.8,558.9,537.4,513.7,472.2
146771,0,0.01601,0,0,0,0.02554,0,0
1443,0,0,0,0,0,0.03728,0,0
2689,0.2966,0.2297,0.1362,0.4234,0.3897,0.2565,0.36870000000000003,0.3738
107987248,0,0,0,0,0,0,0,0
1442,0,0,0.0639,0,0,0.05159,0,0
1444,0,0,0,0,0,0,0,0
112268204,0,0.1118,0,0,0,0,0,0
2688,0,0,0,0,0,0,0,0
974,0,0.04251,0,0,0,0.03391,0,0
6329,0,0,0.006722,0,0.01924,0.01085,0.007802,0
105371858,0,0,0,0,0,0,0,0
400612,0.01674,0,0.05379,0,0,0.01447,0,0
92340,0.02948,0.01598,0.01579,0,0.04519,0.06373,0.03665,0.04334
3384,0.06431,0,0.03445,0,0.0493,0.02781,0.03998,0.09457
2081,21.24,17.01,32.38,35.67,13.63,13.06,16.64,17.26
105376843,339.7,292.8,185.8,267.1,522.9,434.6,394.4,525.5
692227,276.1,265.5,244.6,282.3,307.8,297.5,338,405.1
677842,27.25,39.53,20.91,25.76,28.79,34.07,29.76,27.62
55852,42.83,40.05,49.32,39.67,45.82,44.12,53.21,46.86
5175,0,0,0.02141,0.00951,0.06127,0.02304,0.05798,0.01959
284021,0.9875,0.8536,0.9292,0.9906,0.7774,1.258,0.813,0.6868
11232,29.38,28.6,32.57,25.32,29.8,27.25,28.79,25.31
1655,610,639.6,1140,954.5,963.6,900.2,1021,930.8
100616387,282.7,277.6,424.5,337.9,339,404.3,413.3,332.8
100616408,840.4,840.6,1418,832.7,1485,1008,1434,1152
90799,20.87,20.08,26.7,25.15,19.81,18.03,20.85,17.81
64750,45.91,42.75,58.97,53.56,39.84,45.75,44.2,35
109286553,52.12,50.56,85.85,75.02,54.33,52.06,61.98,61.15
101929240,9.954,10.6,9.147,8.147,16.41,11.25,14.14,13.86
146880,6.765,6.559,6.188,5.425,9.405,7.678,8.157,9.221
102464831,9.647,5.632,11.13,8.474,13.65,9.625,12.92,14.19
440456,11.92,13.1,14.27,11.77,21.35,15.49,18.19,18.61
100422961,7.38,5.092,8.624,4.789,10.29,8.122,5.839,6.906
105376844,0.2799,0.3268,0.3459,0.338,0.396,0.2792,0.3747,0.3482
105371860,0.04947,0.05364,0.159,0.1412,0,0.04278,0.06151,0.2182
374819,3.078,2.863,4.26,3.804,3.799,3.523,3.937,4.002
107985000,0.3972,0.3932,0.666,0.8135,0.6619,0.7168,0.5583,0.4571
201283,27.59,25.35,27.42,25.84,22.88,24.39,23.34,19.04
10672,77.58,67.09,117.6,126.2,56.81,85.96,71.33,67.32
105371864,0.4853,0.3349,0.5199,0.6299,0.5411,0.7249,0.6035,0.3244
100507002,6.637,6.59,8.607,7.68,5.034,5.981,8.253,6.883
8787,0.2093,0.1856,0.3464,0.2308,0.2187,0.2797,0.544,0.5315
105827617,0,0,0,0,0,0,0,0
8313,6.229,6.092,4.848,3.874,6.087,5.387,4.88,4.232
201134,3.765,3.437,6.076,5.536,4.212,4.586,5.035,3.787
105371867,0.03244,0.01407,0.02085,0.01853,0.02984,0.02244,0.03227,0
350,0,0,0.04469,0.05955,0,0,0,0
5578,8.95,9.035,12.34,10.84,10.3,9.707,9.977,7.4
101928001,0,0.1175,0,0.05156,0,0,0,0.1062
693219,0,0,0,0,0,0,0,0
27091,0,0,0.004961,0,0.0284,0.01201,0,0
27092,9.295,14.2,12.34,8.234,26.34,23.04,20.12,17.08
786,0.5266,0.367,0.2015,0.1074,0.5767,0.553,0.1871,0.2213
9931,31.55,27.73,44.41,35.51,34.6,36.4,43.35,33.41
101928021,0.2305,0.1249,0.1852,0.4113,0.265,0.5979,0.2866,0.5084
5718,85.23,85.3,138.7,125.4,84.2,105.3,112.6,110.1
26207,17.4,17.42,17.99,16.37,18.04,19.41,18.07,15.12
100500895,0,0,0,0,0,0,0,0
693131,0,0,0,0,0,0,0,0
101928045,2.409,2.566,2.991,2.751,2.455,2.659,2.643,2.167
25926,109.8,105.7,154.2,140.4,99.34,123.4,117,97.07
100124536,0.371,0,1.192,0.5297,0.5688,0.3208,0,0.5456
2186,54.41,50.31,79.53,57.28,59.95,59.57,66.69,50.65
284018,195.6,179.4,202.2,223,194.7,241.3,173.4,162.1
7233,0,0,0,0.9577,0,0,0,0.9865
3838,318.2,303.4,533.1,472.1,284.6,280.2,359.7,354.3
100499466,76.58,71.77,87.95,83.22,73.86,79.57,66.2,48.62
105371871,4.463,3.474,2.513,3.839,2.017,1.633,2.348,1.683
105371870,0.3102,0.2032,0.3046,0.3967,0.2477,0.1621,0.2491,0.1805
440461,1.252,0.6141,0.8302,0.8511,0.9597,0.6702,0.7783,0.5698
51321,171.1,166.2,176.4,166.1,154.5,161.9,159.6,132.4
22901,15.56,15.3,18.62,17.08,16.27,16.24,15.61,14.98
9120,4.105,3.853,11.94,8.586,3.722,5.201,6.861,8.13
5573,195.5,183.3,240.6,214.2,207,226.8,209.4,168.7
55062,46.57,46.11,42.6,45.67,45.38,41.53,40.4,37.59
693220,24.49,15.71,13.38,13.55,13.02,22.47,17.4,16.17
54757,31.62,29.97,41.03,45.71,32.07,47.07,34.33,29.67
105371873,0,0,0.01444,0,0.02066,0,0,0
101928104,0,0.0203,0,0,0,0,0,0
105371877,0,0,0,0,0,0,0,0
105371874,0,0,0,0,0,0,0,0
10351,0.004059,0.008801,0.01304,0.005794,0.006222,0.007019,0,0.0179
10350,0,0,0.007113,0.009479,0,0.01723,0.008256,0.01953
104355297,0,0,0,0,0,0,0,0.1377
23460,0,0,0.006842,0,0,0.01105,0,0.009392
100847008,0,0,0,0,0,0,0,0
100616316,0,0,0,0,0,0,0,0
10349,0.03868,0.05871,0.05801,0.09939,0.09488,0.09365,0.09619,0.05688
100133319,0,0,0,0.03431,0,0.02078,0.05976,0
23461,10.23,10.46,19.4,18.18,11.51,16.01,14.8,14.08
105371878,0,0,0.3407,0.1513,0,0.09167,0.659,0.1559
105371879,0,0,0,0,0,0,0,0
5608,0.7432,0.6647,0.5137,0.5281,0.6984,0.9626,0.8517,0.4583
105371880,0,0,0,0,0,0,0,0
107985073,0,0,0,0.06438,0,0,0,0
101928122,0,0,0,0,0,0,0,0
102723487,0,0,0,0,0,0,0,0
105371881,0,0,0,0,0,0,0,0
112267896,0,0,0,0,0,0,0,0
101928141,0,0,0,0,0,0,0,0
3773,0,0,0,0,0,0,0.0131,0
105371882,0,0,0,0,0,0,0,0
400617,0,0,0,0,0,0,0,0
3759,0,0,0,0,0,0,0,0
105371884,0,0,0,0,0,0,0,0
101928165,0,0,0,0,0,0,0,0
107985015,0,0,0,0,0,0,0,0
102723505,0,0,0,0,0,0,0,0.1984
102606463,0.1369,0.05936,0.2346,0.1172,0.06295,0.1065,0.1191,0.06038
102723517,0,0,0,0,0.129,0,0,0
400618,0.09734,0.129,0.1275,0.09264,0.21560000000000001,0.2338,0.1748,0.3022
101928205,0.04748,0.07722,0.1017,0.067780000000000007,0.1092,0.1642,0.08855,0.03491
107987249,0.02456,0.05326,0,0,0.03765,0.02124,0,0
